age,genre,revenu_mensuel,statut_marital,departement,poste,nombre_experiences_precedentes,nombre_heures_travailless,annee_experience_totale,annees_dans_l_entreprise,annees_dans_le_poste_actuel,a_quitte_l_entreprise,nombre_participation_pee,nb_formations_suivies,nombre_employee_sous_responsabilite,distance_domicile_travail,niveau_education,domaine_etude,ayant_enfants,frequence_deplacement,annees_depuis_la_derniere_promotion,annes_sous_responsable_actuel,satisfaction_employee_environnement,note_evaluation_precedente,niveau_hierarchique_poste,satisfaction_employee_nature_travail,satisfaction_employee_equipe,satisfaction_employee_equilibre_pro_perso,note_evaluation_actuelle,heure_supplementaires,augementation_salaire_precedente,id
42,M,10124,Marié(e),Consulting,Manager,2,80,24,20,8,Non,1,3,1,2,3,Infra & Cloud,Y,Frequent,13,9,4,3,3,4,3,1,3,Oui,14.0,1547
40,M,5473,Marié(e),Commercial,Cadre Commercial,0,80,9,8,4,Non,0,5,1,9,2,Transformation Digitale,Y,Occasionnel,7,1,1,3,2,1,4,4,3,Non,12.0,1548
33,M,5207,Marié(e),Consulting,Consultant,1,80,15,15,14,Non,1,3,1,28,4,Infra & Cloud,Y,Occasionnel,5,7,2,3,2,3,2,3,3,Oui,12.0,1549
40,M,16437,Célibataire,Ressources Humaines,Senior Manager,1,80,21,21,7,Non,0,2,1,6,2,Transformation Digitale,Y,Occasionnel,7,7,3,3,4,4,4,3,4,Oui,21.0,1550
24,M,2296,Divorcé(e),Consulting,Consultant,0,80,2,1,1,Non,3,3,1,21,2,Entrepreunariat,Y,Occasionnel,0,0,3,2,1,1,2,3,3,Non,14.0,1551
40,M,4069,Divorcé(e),Consulting,Manager,3,80,8,2,2,Non,0,2,1,8,2,Infra & Cloud,Y,Aucun,2,2,4,3,2,4,3,3,3,Oui,18.0,1552
45,M,7441,Divorcé(e),Consulting,Manager,1,80,10,10,8,Non,3,4,1,1,4,Entrepreunariat,Y,Occasionnel,7,7,1,3,3,2,1,3,3,Non,12.0,1553
35,F,2430,Marié(e),Commercial,Représentant Commercial,0,80,6,5,3,Non,2,5,1,28,4,Infra & Cloud,Y,Occasionnel,4,2,2,2,1,3,1,3,4,Non,23.0,1554
32,F,5878,Marié(e),Consulting,Assistant de Direction,3,80,12,7,1,Non,1,2,1,5,2,Infra & Cloud,Y,Occasionnel,2,5,4,2,2,2,1,3,3,Non,12.0,1555
36,M,2644,Célibataire,Commercial,Représentant Commercial,3,80,7,3,2,Non,0,3,1,2,4,Infra & Cloud,Y,Occasionnel,1,2,3,3,1,4,4,2,4,Oui,21.0,1556
48,F,6439,Divorcé(e),Commercial,Cadre Commercial,8,80,18,8,7,Non,1,2,1,16,4,Infra & Cloud,Y,Occasionnel,7,7,3,3,2,3,3,3,3,Non,14.0,1557
29,M,2451,Marié(e),Consulting,Assistant de Direction,6,80,5,1,0,Non,2,2,1,9,3,Infra & Cloud,Y,Occasionnel,0,0,3,4,1,3,1,2,3,Non,18.0,1558
33,M,6392,Marié(e),Commercial,Cadre Commercial,2,80,8,2,2,Non,1,6,1,8,4,Infra & Cloud,Y,Occasionnel,2,2,1,3,2,1,4,1,3,Non,13.0,1560
30,M,9714,Marié(e),Commercial,Cadre Commercial,1,80,10,10,8,Oui,1,4,1,1,3,Infra & Cloud,Y,Occasionnel,6,7,2,2,2,1,4,3,3,Non,11.0,1562
38,M,6077,Marié(e),Ressources Humaines,Ressources Humaines,3,80,10,6,3,Non,0,2,1,10,4,Ressources Humaines,Y,Frequent,1,2,3,3,2,3,3,3,3,Non,11.0,1563
35,M,2450,Célibataire,Consulting,Consultant,1,80,3,3,0,Non,0,3,1,1,3,Transformation Digitale,Y,Occasionnel,1,2,4,2,1,1,2,3,3,Non,19.0,1564
30,M,9250,Marié(e),Commercial,Cadre Commercial,3,80,9,4,2,Non,1,3,1,29,4,Entrepreunariat,Y,Occasionnel,1,3,3,3,3,2,2,3,3,Non,12.0,1568
35,F,2074,Divorcé(e),Consulting,Consultant,1,80,1,1,0,Oui,1,2,1,2,3,Infra & Cloud,Y,Occasionnel,0,0,1,3,1,1,4,3,3,Oui,12.0,1569
53,F,10169,Marié(e),Consulting,Tech Lead,0,80,34,33,7,Oui,1,4,1,2,5,Entrepreunariat,Y,Occasionnel,1,9,3,2,3,4,2,3,3,Non,16.0,1572
38,M,4855,Marié(e),Consulting,Tech Lead,4,80,7,5,2,Oui,2,2,1,2,3,Transformation Digitale,Y,Occasionnel,1,4,3,3,2,2,1,3,3,Non,11.0,1573
32,M,4087,Marié(e),Consulting,Assistant de Direction,4,80,9,6,5,Non,1,3,1,1,4,Entrepreunariat,Y,Aucun,1,2,4,3,2,1,2,2,3,Non,14.0,1574
48,F,2367,Marié(e),Consulting,Assistant de Direction,8,80,10,8,2,Non,1,3,1,15,4,Autre,Y,Occasionnel,7,6,3,3,1,1,4,2,3,Non,12.0,1576
34,M,2972,Célibataire,Consulting,Assistant de Direction,1,80,1,1,0,Non,0,4,1,7,4,Transformation Digitale,Y,Occasionnel,0,0,1,3,1,4,3,1,3,Non,13.0,1577
55,M,19586,Marié(e),Commercial,Senior Manager,1,80,36,36,6,Non,1,3,1,26,5,Marketing,Y,Occasionnel,2,13,3,2,5,4,3,3,4,Non,21.0,1578
34,M,5484,Marié(e),Consulting,Assistant de Direction,9,80,9,2,2,Non,1,3,1,1,4,Infra & Cloud,Y,Occasionnel,2,1,2,3,2,4,2,2,3,Non,17.0,1580
26,F,2061,Marié(e),Consulting,Assistant de Direction,1,80,1,1,0,Non,0,5,1,3,3,Infra & Cloud,Y,Occasionnel,0,0,1,3,1,4,1,3,4,Non,21.0,1581
38,M,9924,Marié(e),Commercial,Cadre Commercial,0,80,10,9,8,Non,1,3,1,14,3,Infra & Cloud,Y,Occasionnel,7,7,3,3,2,2,4,3,3,Non,11.0,1582
38,F,4198,Célibataire,Commercial,Cadre Commercial,2,80,8,3,2,Non,0,5,1,16,3,Infra & Cloud,Y,Occasionnel,1,2,2,3,2,2,2,4,3,Non,12.0,1583
36,F,6815,Célibataire,Commercial,Cadre Commercial,6,80,15,1,0,Non,0,5,1,1,4,Infra & Cloud,Y,Occasionnel,0,0,2,3,2,3,1,3,3,Non,13.0,1585
29,M,4723,Célibataire,Consulting,Consultant,1,80,10,10,9,Non,0,3,1,3,1,Transformation Digitale,Y,Occasionnel,1,5,2,3,1,1,4,3,3,Oui,18.0,1586
35,F,6142,Célibataire,Consulting,Manager,3,80,10,5,2,Non,0,4,1,10,4,Transformation Digitale,Y,Occasionnel,0,4,1,3,2,3,3,3,3,Oui,16.0,1587
39,M,8237,Marié(e),Commercial,Cadre Commercial,2,80,11,7,6,Non,1,3,1,6,3,Transformation Digitale,Y,Occasionnel,7,6,4,4,3,3,1,3,3,Non,11.0,1588
29,M,8853,Divorcé(e),Consulting,Manager,1,80,6,6,4,Non,1,0,1,2,1,Infra & Cloud,Y,Frequent,1,3,1,3,2,4,4,4,3,Non,19.0,1590
50,M,19331,Marié(e),Commercial,Senior Manager,4,80,27,1,0,Non,1,2,1,9,3,Marketing,Y,Occasionnel,0,0,3,3,5,3,3,3,3,Oui,16.0,1591
23,M,2073,Marié(e),Consulting,Assistant de Direction,2,80,4,2,2,Non,1,2,1,10,3,Entrepreunariat,Y,Occasionnel,2,2,4,4,1,3,4,3,3,Non,16.0,1592
36,M,5562,Marié(e),Consulting,Consultant,3,80,9,3,2,Non,1,3,1,6,4,Infra & Cloud,Y,Frequent,0,2,1,4,2,1,4,3,3,Oui,13.0,1594
42,M,19613,Célibataire,Consulting,Senior Manager,8,80,24,1,0,Non,0,2,1,9,2,Autre,Y,Occasionnel,0,1,4,2,5,4,4,3,4,Non,22.0,1595
35,M,3407,Marié(e),Consulting,Consultant,1,80,10,10,9,Non,2,3,1,28,3,Infra & Cloud,Y,Occasionnel,6,8,2,4,2,3,4,2,3,Non,17.0,1596
34,M,5063,Marié(e),Consulting,Manager,1,80,8,8,2,Non,1,3,1,10,4,Entrepreunariat,Y,Frequent,7,7,4,2,2,3,2,2,3,Non,14.0,1597
40,F,4639,Marié(e),Commercial,Cadre Commercial,1,80,5,5,4,Non,1,2,1,14,2,Infra & Cloud,Y,Occasionnel,1,2,4,3,2,1,3,3,3,Non,15.0,1598
43,M,4876,Divorcé(e),Consulting,Consultant,5,80,8,6,4,Non,1,0,1,27,3,Entrepreunariat,Y,Occasionnel,0,2,4,4,1,2,3,3,3,Non,12.0,1599
35,M,2690,Marié(e),Consulting,Consultant,1,80,1,1,0,Non,1,5,1,7,2,Infra & Cloud,Y,Occasionnel,0,1,3,2,1,4,4,2,3,Non,18.0,1601
46,M,17567,Célibataire,Commercial,Senior Manager,1,80,27,26,0,Non,0,5,1,1,4,Infra & Cloud,Y,Occasionnel,0,12,4,4,4,1,2,1,3,Non,15.0,1602
28,M,2408,Marié(e),Consulting,Consultant,1,80,1,1,1,Oui,3,3,1,24,3,Transformation Digitale,Y,Occasionnel,0,0,3,3,1,2,3,3,3,Oui,17.0,1604
22,F,2814,Marié(e),Consulting,Assistant de Direction,1,80,4,4,2,Non,0,2,1,26,2,Autre,Y,Aucun,1,3,2,2,1,3,2,2,3,Oui,14.0,1605
50,M,11245,Marié(e),Consulting,Manager,2,80,32,30,8,Non,1,3,1,20,5,Transformation Digitale,Y,Frequent,12,13,2,3,4,3,3,3,3,Oui,15.0,1606
32,F,3312,Marié(e),Consulting,Assistant de Direction,3,80,6,3,2,Non,2,3,1,5,4,Autre,Y,Occasionnel,0,2,2,4,1,4,4,3,3,Non,17.0,1607
44,F,19049,Divorcé(e),Consulting,Directeur Technique,0,80,23,22,7,Non,1,4,1,7,3,Transformation Digitale,Y,Occasionnel,1,10,2,3,5,4,4,2,3,Oui,14.0,1608
30,M,2141,Marié(e),Consulting,Assistant de Direction,1,80,6,6,4,Non,1,3,1,7,3,Transformation Digitale,Y,Occasionnel,1,1,2,2,1,2,2,2,3,Non,12.0,1609
45,F,5769,Célibataire,Consulting,Consultant,1,80,10,10,7,Non,0,3,1,5,5,Transformation Digitale,Y,Occasionnel,1,4,3,1,2,1,1,3,3,Oui,14.0,1611
45,M,4385,Marié(e),Commercial,Cadre Commercial,1,80,10,10,7,Non,1,2,1,26,3,Marketing,Y,Aucun,4,5,1,2,2,1,1,3,3,Non,15.0,1612
31,M,5332,Célibataire,Commercial,Cadre Commercial,7,80,10,5,2,Non,0,3,1,2,4,Autre,Y,Frequent,0,3,4,3,2,1,4,3,3,Non,13.0,1613
36,F,4663,Marié(e),Consulting,Tech Lead,9,80,7,3,2,Non,2,2,1,12,4,Infra & Cloud,Y,Occasionnel,1,1,3,3,2,3,2,3,3,Oui,12.0,1614
34,M,4724,Divorcé(e),Consulting,Tech Lead,1,80,9,9,7,Non,1,3,1,10,4,Infra & Cloud,Y,Frequent,7,2,3,4,2,4,1,3,3,Non,13.0,1615
49,F,3211,Marié(e),Consulting,Consultant,1,80,10,9,6,Non,1,3,1,25,4,Infra & Cloud,Y,Occasionnel,1,4,3,3,1,1,4,2,3,Non,14.0,1617
39,M,5377,Marié(e),Consulting,Tech Lead,2,80,10,7,7,Non,3,3,1,10,5,Transformation Digitale,Y,Occasionnel,7,7,2,3,2,1,4,3,3,Non,13.0,1618
27,M,4066,Divorcé(e),Consulting,Consultant,1,80,7,7,7,Non,2,3,1,19,3,Autre,Y,Occasionnel,0,7,4,2,1,1,1,3,3,Non,11.0,1619
35,M,5208,Marié(e),Consulting,Assistant de Direction,1,80,16,16,15,Non,0,2,1,18,5,Infra & Cloud,Y,Occasionnel,1,10,2,4,2,1,4,3,3,Non,11.0,1621
28,F,4877,Divorcé(e),Consulting,Tech Lead,0,80,6,5,3,Non,1,5,1,27,3,Transformation Digitale,Y,Occasionnel,0,0,2,1,2,1,2,2,4,Non,21.0,1622
21,M,3117,Célibataire,Consulting,Assistant de Direction,1,80,3,2,2,Non,0,2,1,5,1,Transformation Digitale,Y,Occasionnel,2,2,3,3,1,4,3,3,3,Non,18.0,1623
18,F,1569,Célibataire,Commercial,Représentant Commercial,1,80,0,0,0,Oui,0,2,1,3,2,Transformation Digitale,Y,Frequent,0,0,2,3,1,4,3,4,3,Oui,12.0,1624
47,F,19658,Marié(e),Ressources Humaines,Senior Manager,3,80,27,5,2,Non,1,2,1,26,4,Infra & Cloud,Y,Occasionnel,1,0,4,3,5,3,3,3,3,Non,11.0,1625
39,M,3069,Divorcé(e),Consulting,Consultant,0,80,11,10,8,Non,1,3,1,3,2,Transformation Digitale,Y,Occasionnel,0,7,3,2,2,3,4,3,3,Non,15.0,1627
40,F,10435,Marié(e),Consulting,Tech Lead,1,80,18,18,15,Non,2,2,1,15,3,Infra & Cloud,Y,Occasionnel,14,12,1,2,3,3,4,3,3,Non,13.0,1628
35,F,4148,Marié(e),Consulting,Manager,1,80,15,14,11,Non,1,5,1,8,4,Infra & Cloud,Y,Aucun,2,9,3,3,2,3,4,3,3,Non,12.0,1630
37,M,5768,Marié(e),Consulting,Tech Lead,3,80,9,4,3,Non,3,2,1,19,3,Infra & Cloud,Y,Occasionnel,0,2,3,3,2,3,1,2,3,Non,17.0,1631
39,F,5042,Célibataire,Consulting,Tech Lead,0,80,10,9,2,Non,0,2,1,4,3,Transformation Digitale,Y,Frequent,3,8,1,3,2,3,4,1,3,Non,13.0,1633
45,F,5770,Divorcé(e),Consulting,Tech Lead,1,80,10,10,7,Non,2,3,1,2,2,Autre,Y,Occasionnel,3,9,4,2,2,4,1,3,3,Non,19.0,1635
38,F,7756,Marié(e),Consulting,Tech Lead,3,80,10,5,4,Non,1,6,1,2,2,Transformation Digitale,Y,Occasionnel,0,2,4,2,3,3,4,4,3,Oui,19.0,1638
35,M,10306,Marié(e),Commercial,Cadre Commercial,9,80,15,13,12,Oui,0,3,1,10,3,Transformation Digitale,Y,Occasionnel,6,0,4,2,3,1,3,3,3,Non,17.0,1639
37,F,3936,Marié(e),Consulting,Assistant de Direction,1,80,8,8,4,Non,1,2,1,10,3,Transformation Digitale,Y,Occasionnel,7,7,2,3,1,2,1,1,3,Non,11.0,1640
40,F,7945,Célibataire,Consulting,Tech Lead,6,80,18,4,2,Non,0,2,1,16,3,Infra & Cloud,Y,Occasionnel,3,3,3,3,3,4,4,2,3,Oui,15.0,1641
44,M,5743,Marié(e),Ressources Humaines,Ressources Humaines,4,80,14,10,7,Non,0,3,1,1,5,Ressources Humaines,Y,Frequent,0,2,1,3,2,4,3,3,3,Oui,11.0,1642
48,M,15202,Marié(e),Consulting,Senior Manager,2,80,23,2,2,Non,1,3,1,4,5,Transformation Digitale,Y,Frequent,2,2,3,2,4,4,2,3,4,Non,25.0,1644
35,M,5440,Divorcé(e),Commercial,Cadre Commercial,6,80,7,2,2,Oui,2,2,1,15,2,Transformation Digitale,Y,Occasionnel,2,2,1,1,2,4,4,2,3,Oui,14.0,1645
24,F,3760,Célibataire,Consulting,Assistant de Direction,1,80,6,6,3,Non,0,2,1,2,1,Entrepreunariat,Y,Frequent,1,3,1,3,1,4,3,3,3,Oui,13.0,1646
27,F,3517,Marié(e),Consulting,Assistant de Direction,7,80,5,3,2,Non,0,0,1,8,3,Transformation Digitale,Y,Occasionnel,0,2,2,4,1,3,1,3,3,Non,17.0,1647
27,M,2580,Célibataire,Consulting,Assistant de Direction,2,80,6,4,2,Non,0,0,1,2,3,Transformation Digitale,Y,Frequent,1,2,4,3,1,4,3,2,3,Non,13.0,1648
40,M,2166,Célibataire,Consulting,Consultant,3,80,10,4,2,Oui,0,3,1,7,3,Infra & Cloud,Y,Occasionnel,0,3,1,3,1,1,2,1,3,Oui,14.0,1649
29,M,5869,Célibataire,Commercial,Cadre Commercial,9,80,8,5,2,Non,0,2,1,10,3,Transformation Digitale,Y,Occasionnel,1,4,3,2,2,3,3,3,3,Non,11.0,1650
36,F,8008,Marié(e),Consulting,Manager,4,80,9,3,2,Non,2,6,1,5,4,Infra & Cloud,Y,Occasionnel,0,2,2,3,3,1,3,3,3,Non,12.0,1651
25,M,5206,Divorcé(e),Consulting,Tech Lead,1,80,7,7,7,Non,2,6,1,2,1,Infra & Cloud,Y,Frequent,0,7,4,4,2,3,3,3,3,Non,17.0,1653
39,M,5295,Marié(e),Consulting,Tech Lead,4,80,7,5,4,Non,0,3,1,12,3,Transformation Digitale,Y,Occasionnel,1,0,4,3,2,2,3,3,4,Non,21.0,1654
49,F,16413,Marié(e),Consulting,Directeur Technique,3,80,27,4,2,Non,2,2,1,22,4,Autre,Y,Occasionnel,1,2,1,3,4,2,2,3,3,Non,16.0,1655
50,F,13269,Divorcé(e),Consulting,Directeur Technique,5,80,19,14,11,Non,3,3,1,17,5,Infra & Cloud,Y,Occasionnel,1,11,4,2,3,1,3,3,3,Non,15.0,1656
20,F,2783,Célibataire,Commercial,Représentant Commercial,1,80,2,2,2,Non,0,3,1,2,3,Transformation Digitale,Y,Occasionnel,2,2,3,3,1,3,1,3,3,Non,19.0,1657
34,F,5433,Divorcé(e),Consulting,Assistant de Direction,1,80,11,11,8,Non,1,2,1,3,3,Infra & Cloud,Y,Occasionnel,7,9,4,3,2,2,3,3,3,Non,12.0,1658
36,M,2013,Célibataire,Consulting,Consultant,2,80,15,4,3,Non,0,4,1,7,3,Infra & Cloud,Y,Occasionnel,1,3,1,3,1,2,3,3,3,Non,11.0,1659
49,F,13966,Marié(e),Consulting,Manager,2,80,30,15,11,Non,1,3,1,6,1,Infra & Cloud,Y,Occasionnel,2,12,3,2,4,3,2,3,3,Oui,19.0,1661
36,F,4374,Marié(e),Consulting,Tech Lead,0,80,4,3,2,Non,0,6,1,1,4,Transformation Digitale,Y,Aucun,1,2,4,2,2,3,3,3,3,Non,15.0,1662
36,M,6842,Divorcé(e),Consulting,Manager,6,80,13,5,4,Non,1,3,1,3,2,Infra & Cloud,Y,Occasionnel,0,4,4,4,2,1,1,3,4,Non,20.0,1664
54,F,17426,Marié(e),Consulting,Senior Manager,3,80,36,10,8,Non,1,6,1,22,5,Transformation Digitale,Y,Occasionnel,4,7,2,3,4,3,3,3,4,Non,25.0,1665
43,M,17603,Marié(e),Consulting,Directeur Technique,1,80,14,14,10,Non,1,3,1,15,2,Infra & Cloud,Y,Occasionnel,6,11,3,2,4,3,1,3,4,Non,24.0,1666
35,M,4581,Célibataire,Commercial,Cadre Commercial,3,80,13,11,9,Oui,0,2,1,12,4,Autre,Y,Frequent,6,7,4,3,2,4,1,4,4,Oui,24.0,1667
38,M,4735,Marié(e),Consulting,Assistant de Direction,7,80,19,13,11,Non,2,4,1,1,3,Infra & Cloud,Y,Frequent,2,9,4,3,2,4,4,4,3,Non,15.0,1668
29,M,4187,Divorcé(e),Commercial,Cadre Commercial,1,80,10,10,0,Non,1,3,1,5,3,Transformation Digitale,Y,Occasionnel,0,9,1,2,2,2,2,2,3,Oui,13.0,1669
33,M,5505,Divorcé(e),Commercial,Cadre Commercial,1,80,6,6,2,Non,2,5,1,2,4,Transformation Digitale,Y,Occasionnel,0,4,4,3,2,4,3,3,3,Non,14.0,1670
32,M,5470,Divorcé(e),Consulting,Assistant de Direction,0,80,10,9,5,Non,2,4,1,2,3,Transformation Digitale,Y,Occasionnel,1,6,4,3,2,2,3,2,3,Non,13.0,1671
31,F,5476,Marié(e),Commercial,Cadre Commercial,1,80,10,10,0,Non,2,2,1,5,4,Infra & Cloud,Y,Occasionnel,0,2,1,3,2,4,1,3,3,Non,11.0,1673
49,F,2587,Divorcé(e),Consulting,Consultant,4,80,17,2,2,Non,1,2,1,16,3,Transformation Digitale,Y,Occasionnel,2,2,4,3,1,1,2,2,3,Oui,16.0,1674
38,F,2440,Célibataire,Consulting,Consultant,1,80,4,4,3,Non,0,3,1,2,3,Transformation Digitale,Y,Frequent,3,3,4,2,1,2,2,3,4,Non,22.0,1675
47,F,15972,Divorcé(e),Commercial,Senior Manager,6,80,29,3,2,Non,3,2,1,2,4,Infra & Cloud,Y,Occasionnel,1,2,2,4,4,2,3,3,3,Non,14.0,1676
49,M,15379,Célibataire,Consulting,Senior Manager,4,80,23,8,7,Non,0,2,1,1,3,Infra & Cloud,Y,Occasionnel,0,0,3,3,4,3,1,3,3,Non,14.0,1677
41,M,7082,Célibataire,Commercial,Cadre Commercial,3,80,21,2,0,Non,0,2,1,23,2,Infra & Cloud,Y,Occasionnel,0,2,4,3,3,3,4,3,3,Oui,16.0,1678
20,M,2728,Célibataire,Commercial,Représentant Commercial,1,80,2,2,2,Non,0,3,1,9,1,Infra & Cloud,Y,Occasionnel,0,2,4,3,1,1,1,3,3,Non,11.0,1680
33,F,5368,Divorcé(e),Commercial,Cadre Commercial,1,80,7,6,5,Non,1,2,1,16,3,Infra & Cloud,Y,Aucun,1,2,3,3,2,4,3,3,4,Oui,25.0,1681
36,M,5347,Marié(e),Consulting,Manager,6,80,10,3,2,Non,2,2,1,26,4,Infra & Cloud,Y,Occasionnel,0,2,1,3,2,3,2,2,3,Non,14.0,1682
44,F,3195,Divorcé(e),Ressources Humaines,Ressources Humaines,4,80,8,2,2,Non,3,2,1,1,3,Infra & Cloud,Y,Occasionnel,2,2,3,3,1,4,1,3,3,Oui,18.0,1683
23,M,3989,Célibataire,Consulting,Consultant,1,80,5,5,4,Oui,0,2,1,8,1,Transformation Digitale,Y,Occasionnel,1,2,4,2,1,3,1,3,3,Oui,11.0,1684
38,F,3306,Marié(e),Consulting,Consultant,7,80,7,0,0,Non,1,5,1,4,2,Transformation Digitale,Y,Occasionnel,0,0,4,3,1,3,4,2,3,Non,19.0,1687
53,M,7005,Marié(e),Consulting,Manager,3,80,11,4,3,Non,0,2,1,24,4,Transformation Digitale,Y,Occasionnel,1,2,2,4,3,4,3,3,3,Non,15.0,1689
48,F,2655,Marié(e),Commercial,Représentant Commercial,2,80,19,9,7,Oui,2,3,1,7,2,Transformation Digitale,Y,Frequent,7,7,4,3,1,3,3,3,3,Oui,11.0,1691
32,M,1393,Célibataire,Consulting,Consultant,1,80,1,1,0,Oui,0,2,1,2,4,Infra & Cloud,Y,Occasionnel,0,0,4,3,1,2,1,3,3,Non,12.0,1692
26,M,2570,Célibataire,Consulting,Consultant,1,80,7,7,7,Non,0,5,1,7,3,Transformation Digitale,Y,Aucun,5,7,4,3,1,4,3,3,4,Non,20.0,1693
55,M,3537,Divorcé(e),Consulting,Assistant de Direction,5,80,8,4,2,Non,1,1,1,22,3,Entrepreunariat,Y,Occasionnel,1,2,1,2,1,2,4,3,3,Non,12.0,1694
34,M,3986,Marié(e),Consulting,Consultant,1,80,15,15,10,Non,1,3,1,5,2,Transformation Digitale,Y,Occasionnel,4,13,2,2,2,4,3,4,3,Non,14.0,1696
60,M,10883,Divorcé(e),Consulting,Manager,3,80,19,1,0,Non,1,2,1,1,4,Transformation Digitale,Y,Occasionnel,0,0,3,1,3,4,3,4,4,Non,20.0,1697
33,M,2028,Marié(e),Consulting,Consultant,1,80,14,14,11,Non,3,6,1,21,3,Transformation Digitale,Y,Occasionnel,2,13,2,4,1,2,4,3,3,Non,18.0,1698
37,M,9525,Divorcé(e),Commercial,Cadre Commercial,1,80,6,6,3,Non,2,2,1,1,4,Transformation Digitale,Y,Frequent,1,3,3,1,2,4,3,2,3,Non,14.0,1700
34,F,2929,Marié(e),Consulting,Assistant de Direction,1,80,10,10,9,Non,0,3,1,19,3,Infra & Cloud,Y,Occasionnel,8,7,2,2,1,4,2,3,3,Non,12.0,1701
23,M,2275,Divorcé(e),Commercial,Représentant Commercial,1,80,3,3,2,Oui,1,2,1,7,3,Infra & Cloud,Y,Occasionnel,0,2,3,3,1,4,2,3,4,Oui,21.0,1702
44,F,7879,Marié(e),Consulting,Manager,1,80,9,8,7,Non,1,2,1,2,3,Infra & Cloud,Y,Occasionnel,6,7,3,4,3,4,2,3,3,Oui,19.0,1703
35,M,4930,Célibataire,Consulting,Assistant de Direction,0,80,6,5,4,Non,0,2,1,2,4,Transformation Digitale,Y,Frequent,1,4,1,2,1,4,3,4,3,Oui,14.0,1704
43,M,7847,Marié(e),Commercial,Cadre Commercial,1,80,10,10,9,Non,1,3,1,2,3,Transformation Digitale,Y,Occasionnel,8,8,4,3,2,4,1,3,3,Oui,17.0,1706
24,M,4401,Marié(e),Consulting,Assistant de Direction,1,80,5,5,3,Non,1,1,1,9,3,Transformation Digitale,Y,Occasionnel,0,4,3,4,1,3,4,3,3,Non,16.0,1707
41,M,9241,Célibataire,Commercial,Cadre Commercial,1,80,10,10,8,Non,0,3,1,6,3,Marketing,Y,Occasionnel,8,7,4,3,3,3,2,3,3,Non,12.0,1708
29,F,2974,Marié(e),Consulting,Consultant,9,80,9,5,3,Non,1,2,1,9,4,Transformation Digitale,Y,Occasionnel,1,2,4,3,1,3,3,3,3,Non,17.0,1709
36,F,4502,Célibataire,Commercial,Représentant Commercial,3,80,17,13,7,Non,0,2,1,2,4,Infra & Cloud,Y,Occasionnel,6,7,3,3,2,4,3,2,3,Non,15.0,1710
45,M,10748,Marié(e),Consulting,Manager,3,80,25,23,15,Non,1,3,1,1,1,Infra & Cloud,Y,Aucun,14,4,3,2,3,3,4,2,4,Non,23.0,1712
24,M,1555,Marié(e),Ressources Humaines,Ressources Humaines,1,80,1,1,0,Oui,1,2,1,22,1,Ressources Humaines,Y,Occasionnel,0,0,4,1,1,3,3,3,3,Non,11.0,1714
47,M,12936,Marié(e),Commercial,Cadre Commercial,7,80,25,23,5,Oui,0,3,1,9,3,Infra & Cloud,Y,Frequent,14,10,3,1,4,3,3,1,3,Non,11.0,1716
26,M,2305,Marié(e),Consulting,Consultant,1,80,3,3,2,Non,3,3,1,17,4,Transformation Digitale,Y,Occasionnel,0,2,4,1,1,3,3,4,3,Non,15.0,1718
45,F,16704,Célibataire,Consulting,Directeur Technique,1,80,21,21,6,Non,0,2,1,28,2,Entrepreunariat,Y,Occasionnel,8,6,4,2,4,2,3,3,3,Non,11.0,1719
32,M,3433,Marié(e),Consulting,Assistant de Direction,6,80,10,5,2,Non,1,3,1,10,3,Infra & Cloud,Y,Frequent,1,3,1,3,1,3,1,2,3,Non,13.0,1720
31,M,3477,Marié(e),Consulting,Consultant,1,80,6,5,2,Non,1,2,1,2,4,Infra & Cloud,Y,Occasionnel,0,3,2,3,1,3,4,4,3,Non,14.0,1721
41,M,6430,Marié(e),Ressources Humaines,Ressources Humaines,6,80,10,3,2,Non,1,4,1,4,3,Ressources Humaines,Y,Aucun,1,2,3,1,2,2,2,3,3,Non,19.0,1722
40,F,6516,Marié(e),Consulting,Tech Lead,2,80,18,1,0,Non,1,3,1,8,2,Infra & Cloud,Y,Occasionnel,0,0,2,3,2,1,2,3,3,Oui,16.0,1724
24,M,3907,Divorcé(e),Consulting,Consultant,1,80,6,6,2,Non,3,2,1,29,1,Transformation Digitale,Y,Occasionnel,1,2,2,3,1,1,2,4,3,Non,13.0,1725
46,M,5562,Célibataire,Consulting,Manager,6,80,19,10,7,Non,0,3,1,13,4,Infra & Cloud,Y,Occasionnel,0,9,3,3,2,2,4,3,3,Non,14.0,1727
35,M,6883,Marié(e),Consulting,Tech Lead,2,80,17,7,7,Non,1,3,1,27,4,Infra & Cloud,Y,Occasionnel,0,7,4,3,2,3,2,3,3,Non,16.0,1728
30,M,2862,Marié(e),Consulting,Assistant de Direction,1,80,10,10,0,Non,1,2,1,16,1,Infra & Cloud,Y,Occasionnel,0,8,2,3,1,4,2,2,3,Non,12.0,1729
47,M,4978,Marié(e),Commercial,Cadre Commercial,7,80,4,1,0,Non,1,3,1,2,4,Marketing,Y,Aucun,0,0,3,3,2,2,4,1,3,Non,11.0,1731
46,M,10368,Divorcé(e),Commercial,Cadre Commercial,4,80,13,10,6,Non,1,5,1,2,3,Infra & Cloud,Y,Occasionnel,0,3,3,3,3,4,2,2,3,Oui,12.0,1732
